Disease,Method,K,Precision,Recall,F1
C3714756_Intellectual_Disability,XGDAG - GNNExplainer,1500,0.15866666666666668,0.14819427148194272,0.15325177076625887
C3714756_Intellectual_Disability,XGDAG - GNNExplainer,2000,0.146,0.18181818181818182,0.16195230171935665
C3714756_Intellectual_Disability,XGDAG - GNNExplainer,2500,0.14,0.21793275217932753,0.17048222113979544
C3714756_Intellectual_Disability,XGDAG - GNNExplainer,3000,0.137,0.2559153175591532,0.17846287451150675
C3714756_Intellectual_Disability,XGDAG - GraphSVX,25,0.4,0.0062266500622665,0.01226241569589209
C3714756_Intellectual_Disability,XGDAG - GraphSVX,50,0.32,0.009962640099626401,0.01932367149758454
C3714756_Intellectual_Disability,XGDAG - GraphSVX,100,0.21,0.013075965130759652,0.024618991793669404
C3714756_Intellectual_Disability,XGDAG - GraphSVX,200,0.205,0.025529265255292654,0.04540420819490588
C3714756_Intellectual_Disability,XGDAG - GraphSVX,500,0.18,0.05603985056039851,0.08547008547008547
C3714756_Intellectual_Disability,XGDAG - GraphSVX,750,0.176,0.0821917808219178,0.11205432937181663
C3714756_Intellectual_Disability,XGDAG - GraphSVX,1000,0.169,0.10523038605230386,0.12970069071373752
C3714756_Intellectual_Disability,XGDAG - GraphSVX,1500,0.158,0.14757160647571607,0.15260785576303929
C3714756_Intellectual_Disability,XGDAG - GraphSVX,2000,0.145,0.18057285180572852,0.16084303937881309
C3714756_Intellectual_Disability,XGDAG - GraphSVX,2500,0.1432,0.22291407222914073,0.17437895762299074
C3714756_Intellectual_Disability,XGDAG - GraphSVX,3000,0.139,0.25965130759651306,0.18106817194963093
C3714756_Intellectual_Disability,DIAMOnD,25,0.36,0.00560398505603985,0.01103617412630288
C3714756_Intellectual_Disability,DIAMOnD,50,0.32,0.009962640099626401,0.01932367149758454
C3714756_Intellectual_Disability,DIAMOnD,100,0.21,0.013075965130759652,0.024618991793669404
C3714756_Intellectual_Disability,DIAMOnD,200,0.25,0.031133250311332503,0.05537098560354374
C3714756_Intellectual_Disability,DIAMOnD,500,0.152,0.047322540473225407,0.07217473884140552
C3714756_Intellectual_Disability,DIAMOnD,750,0.148,0.06911581569115816,0.09422750424448217
C3714756_Intellectual_Disability,DIAMOnD,1000,0.14,0.08717310087173101,0.10744435917114352
C3714756_Intellectual_Disability,DIAMOnD,1500,0.13266666666666665,0.12391033623910336,0.12813908564069543
C3714756_Intellectual_Disability,DIAMOnD,2000,0.1305,0.16251556662515568,0.1447587354409318
C3714756_Intellectual_Disability,DIAMOnD,2500,0.1064,0.1656288916562889,0.12956648806624452
C3714756_Intellectual_Disability,DIAMOnD,3000,0.08866666666666667,0.1656288916562889,0.11550151975683891
C3714756_Intellectual_Disability,MCL,25,0.16,0.0024906600249066002,0.004904966278356836
C3714756_Intellectual_Disability,MCL,50,0.14,0.0043586550435865505,0.008454106280193238
C3714756_Intellectual_Disability,MCL,100,0.12,0.007471980074719801,0.014067995310668229
C3714756_Intellectual_Disability,MCL,200,0.14,0.017434620174346202,0.031007751937984496
C3714756_Intellectual_Disability,MCL,500,0.164,0.05105853051058531,0.07787274453941122
C3714756_Intellectual_Disability,MCL,750,0.16266666666666665,0.0759651307596513,0.1035653650254669
C3714756_Intellectual_Disability,MCL,1000,0.139,0.08655043586550436,0.1066768994627782
C3714756_Intellectual_Disability,MCL,1500,0.136,0.12702366127023662,0.1313586606567933
C3714756_Intellectual_Disability,MCL,2000,0.126,0.1569115815691158,0.13976705490848587
C3714756_Intellectual_Disability,MCL,2500,0.1168,0.18181818181818182,0.1422308816366293
C3714756_Intellectual_Disability,MCL,3000,0.11566666666666667,0.21606475716064757,0.15067303517151542
C3714756_Intellectual_Disability,RWR,25,0.16,0.0024906600249066002,0.004904966278356836
C3714756_Intellectual_Disability,RWR,50,0.22,0.00684931506849315,0.01328502415458937
C3714756_Intellectual_Disability,RWR,100,0.15,0.00933997509339975,0.017584994138335284
C3714756_Intellectual_Disability,RWR,200,0.135,0.016811955168119553,0.02990033222591362
C3714756_Intellectual_Disability,RWR,500,0.126,0.03922789539227895,0.059829059829059825
C3714756_Intellectual_Disability,RWR,750,0.15066666666666667,0.07036114570361146,0.09592529711375213
C3714756_Intellectual_Disability,RWR,1000,0.151,0.09402241594022416,0.11588641596316192
C3714756_Intellectual_Disability,RWR,1500,0.14133333333333334,0.1320049813200498,0.1365099806825499
C3714756_Intellectual_Disability,RWR,2000,0.1365,0.16998754669987548,0.15141430948419302
C3714756_Intellectual_Disability,RWR,2500,0.126,0.19613947696139478,0.1534339990258159
C3714756_Intellectual_Disability,RWR,3000,0.11766666666666667,0.21980074719800746,0.15327833260963958
C3714756_Intellectual_Disability,XG-PUL,25,0.68,0.010585305105853052,0.020846106683016556
C3714756_Intellectual_Disability,XG-PUL,50,0.6,0.0186799501867995,0.03623188405797101
C3714756_Intellectual_Disability,XG-PUL,100,0.51,0.031755915317559155,0.05978898007033998
C3714756_Intellectual_Disability,XG-PUL,200,0.45,0.05603985056039851,0.09966777408637875
C3714756_Intellectual_Disability,XG-PUL,500,0.37,0.11519302615193026,0.17568850902184235
C3714756_Intellectual_Disability,XG-PUL,750,0.33066666666666666,0.15442092154420922,0.2105263157894737
C3714756_Intellectual_Disability,XG-PUL,1000,0.311,0.19364881693648817,0.23867996930161162
C3714756_Intellectual_Disability,XG-PUL,1500,0.262,0.24470734744707348,0.25305859626529303
C3714756_Intellectual_Disability,XG-PUL,2000,0.2415,0.30074719800747196,0.2678868552412646
C3714756_Intellectual_Disability,XG-PUL,2500,0.2212,0.3443337484433375,0.26936190940087673
C3714756_Intellectual_Disability,XG-PUL,3000,0.203,0.3792029887920299,0.26443768996960487
C0005586_Bipolar_Disorder,XGDAG - GNNExplainer,25,0.2,0.008237232289950576,0.015822784810126583
C0005586_Bipolar_Disorder,XGDAG - GNNExplainer,50,0.14,0.011532125205930808,0.021308980213089804
C0005586_Bipolar_Disorder,XGDAG - GNNExplainer,100,0.13,0.0214168039538715,0.036775106082036775
C0005586_Bipolar_Disorder,XGDAG - GNNExplainer,200,0.105,0.03459637561779242,0.0520446096654275
C0005586_Bipolar_Disorder,XGDAG - GNNExplainer,500,0.066,0.054365733113673806,0.05962059620596206
C0005586_Bipolar_Disorder,XGDAG - GNNExplainer,750,0.056,0.06919275123558484,0.06190125276344878
C0005586_Bipolar_Disorder,XGDAG - GNNExplainer,1000,0.054,0.08896210873146623,0.0672059738643435
C0005586_Bipolar_Disorder,XGDAG - GNNExplainer,1500,0.05266666666666667,0.1301482701812191,0.07498813478879923
C0005586_Bipolar_Disorder,XGDAG - GNNExplainer,2000,0.0495,0.1630971993410214,0.0759493670886076
C0005586_Bipolar_Disorder,XGDAG - GNNExplainer,2500,0.0484,0.19934102141680396,0.07788863855809462
C0005586_Bipolar_Disorder,XGDAG - GNNExplainer,3000,0.048666666666666664,0.24052718286655683,0.08095370113667869
C0005586_Bipolar_Disorder,XGDAG - GraphSVX,25,0.2,0.008237232289950576,0.015822784810126583
C0005586_Bipolar_Disorder,XGDAG - GraphSVX,50,0.14,0.011532125205930808,0.021308980213089804
C0005586_Bipolar_Disorder,XGDAG - GraphSVX,100,0.13,0.0214168039538715,0.036775106082036775
C0005586_Bipolar_Disorder,XGDAG - GraphSVX,200,0.105,0.03459637561779242,0.0520446096654275
C0005586_Bipolar_Disorder,XGDAG - GraphSVX,500,0.066,0.054365733113673806,0.05962059620596206
C0005586_Bipolar_Disorder,XGDAG - GraphSVX,750,0.05733333333333333,0.07084019769357495,0.06337509211495948
C0005586_Bipolar_Disorder,XGDAG - GraphSVX,1000,0.054,0.08896210873146623,0.0672059738643435
C0005586_Bipolar_Disorder,XGDAG - GraphSVX,1500,0.052,0.128500823723229,0.07403891789273849
C0005586_Bipolar_Disorder,XGDAG - GraphSVX,2000,0.0485,0.15980230642504117,0.0744150364403529
C0005586_Bipolar_Disorder,XGDAG - GraphSVX,2500,0.0496,0.2042833607907743,0.07981976182813003
C0005586_Bipolar_Disorder,XGDAG - GraphSVX,3000,0.049,0.24217462932454695,0.08150817854172443
C0005586_Bipolar_Disorder,DIAMOnD,25,0.12,0.004942339373970346,0.00949367088607595
C0005586_Bipolar_Disorder,DIAMOnD,50,0.12,0.009884678747940691,0.0182648401826484
C0005586_Bipolar_Disorder,DIAMOnD,100,0.14,0.023064250411861616,0.039603960396039604
C0005586_Bipolar_Disorder,DIAMOnD,200,0.09,0.029654036243822075,0.04460966542750929
C0005586_Bipolar_Disorder,DIAMOnD,500,0.06,0.04942339373970346,0.05420054200542005
C0005586_Bipolar_Disorder,DIAMOnD,750,0.052,0.0642504118616145,0.05747973470891673
C0005586_Bipolar_Disorder,DIAMOnD,1000,0.046,0.0757825370675453,0.05724953329184816
C0005586_Bipolar_Disorder,DIAMOnD,1500,0.03133333333333333,0.07742998352553541,0.044613194114855245
C0005586_Bipolar_Disorder,DIAMOnD,2000,0.0235,0.07742998352553541,0.036056770233985416
C0005586_Bipolar_Disorder,DIAMOnD,2500,0.0188,0.07742998352553541,0.030254264563887998
C0005586_Bipolar_Disorder,DIAMOnD,3000,0.015666666666666666,0.07742998352553541,0.026060438037149986
C0005586_Bipolar_Disorder,MCL,25,0.12,0.004942339373970346,0.00949367088607595
C0005586_Bipolar_Disorder,MCL,50,0.1,0.008237232289950576,0.015220700152207
C0005586_Bipolar_Disorder,MCL,100,0.1,0.016474464579901153,0.028288543140028287
C0005586_Bipolar_Disorder,MCL,200,0.07,0.023064250411861616,0.03469640644361834
C0005586_Bipolar_Disorder,MCL,500,0.028,0.023064250411861616,0.025293586269196026
C0005586_Bipolar_Disorder,MCL,750,0.018666666666666668,0.023064250411861616,0.020633750921149593
C0005586_Bipolar_Disorder,MCL,1000,0.014,0.023064250411861616,0.017423771001866834
C0005586_Bipolar_Disorder,MCL,1500,0.009333333333333334,0.023064250411861616,0.013289036544850499
C0005586_Bipolar_Disorder,MCL,2000,0.007,0.023064250411861616,0.010740314537782894
C0005586_Bipolar_Disorder,MCL,2500,0.0056,0.023064250411861616,0.009011908593498551
C0005586_Bipolar_Disorder,MCL,3000,0.004666666666666667,0.023064250411861616,0.007762683670640422
C0005586_Bipolar_Disorder,RWR,25,0.04,0.0016474464579901153,0.0031645569620253164
C0005586_Bipolar_Disorder,RWR,50,0.08,0.006589785831960461,0.0121765601217656
C0005586_Bipolar_Disorder,RWR,100,0.06,0.009884678747940691,0.016973125884016973
C0005586_Bipolar_Disorder,RWR,200,0.065,0.0214168039538715,0.032218091697645605
C0005586_Bipolar_Disorder,RWR,500,0.05,0.04118616144975288,0.04516711833785004
C0005586_Bipolar_Disorder,RWR,750,0.05466666666666667,0.06754530477759473,0.0604274134119381
C0005586_Bipolar_Disorder,RWR,1000,0.054,0.08896210873146623,0.0672059738643435
C0005586_Bipolar_Disorder,RWR,1500,0.048,0.1186161449752883,0.068343616516374
C0005586_Bipolar_Disorder,RWR,2000,0.046,0.1515650741350906,0.07057920981971615
C0005586_Bipolar_Disorder,RWR,2500,0.0428,0.17627677100494235,0.06887672996459607
C0005586_Bipolar_Disorder,RWR,3000,0.04133333333333333,0.2042833607907743,0.0687551982256723
C0005586_Bipolar_Disorder,XG-PUL,25,0.32,0.013179571663920923,0.02531645569620253
C0005586_Bipolar_Disorder,XG-PUL,50,0.28,0.023064250411861616,0.04261796042617961
C0005586_Bipolar_Disorder,XG-PUL,100,0.18,0.029654036243822075,0.050919377652050915
C0005586_Bipolar_Disorder,XG-PUL,200,0.16,0.05271828665568369,0.07930607187112762
C0005586_Bipolar_Disorder,XG-PUL,500,0.164,0.13509060955518945,0.14814814814814814
C0005586_Bipolar_Disorder,XG-PUL,750,0.14666666666666667,0.1812191103789127,0.1621223286661754
C0005586_Bipolar_Disorder,XG-PUL,1000,0.132,0.21746293245469522,0.164281269446173
C0005586_Bipolar_Disorder,XG-PUL,1500,0.10733333333333334,0.2652388797364086,0.15282392026578073
C0005586_Bipolar_Disorder,XG-PUL,2000,0.091,0.29983525535420097,0.13962408899117762
C0005586_Bipolar_Disorder,XG-PUL,2500,0.0812,0.3344316309719934,0.13067267460572898
C0005586_Bipolar_Disorder,XG-PUL,3000,0.07433333333333333,0.3673805601317957,0.123648461325201
